CITY NAME>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTYR NAME>>,<<COUNTRY FIPS CODE>>,<<COUNTRY GMI
Odense>>,<<Fyn>>,<<DNK-FYN>>,<<Denmark>>,<<DA>>,<<DNK>>,<<DNK004
Ribe>>,<<Ribe>>,<<DNK-RIB>>,<<Denmark>>,<<DA>>,<<DNK>>,<<DNK005
Kiel>>,<<Schleswig-Holstein>>,<<DEU-SHL>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU013
Hamburg>>,<<Hamburg>>,<<DEU-HMB>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU014
Besancon>>,<<Franche-Comte>>,<<FRA-FRC>>,<<France>>,<<FR>>,<<FRA>>,<<FRA024
Neuchatel>>,<<Neuchatel>>,<<CHE-NCH>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE001
Fribourg>>,<<Fribourg>>,<<CHE-FRB>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE002
Lausanne>>,<<Vaud>>,<<CHE-VAU>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE003
Sion>>,<<Valais>>,<<CHE-VAL>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE004
Geneva>>,<<Geneve>>,<<CHE-GEN>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE005
Aosta>>,<<Valle d'Aosta>>,<<ITA-VDA>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA015
Turin>>,<<Piemonte>>,<<ITA-PMN>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA016
Basel>>,<<Basel-Stadt>>,<<CHE-BST>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE006
Aarau>>,<<Aargau>>,<<CHE-AAR>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE008
Luzern>>,<<Luzern>>,<<CHE-LZR>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE011
Stans>>,<<Nidwalden>>,<<CHE-NDW>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE012
Bern>>,<<Bern>>,<<CHE-BER>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE013
Wiesbaden>>,<<Hessen>>,<<DEU-HSS>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU015
Mainz>>,<<Rheinland-Pfalz>>,<<DEU-RPF>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU016
Luxembourg>>,<<Luxembourg>>,<<LUX-LXM>>,<<Luxembourg>>,<<LU>>,<<LUX>>,<<LUX003
Saarbrucken>>,<<Saarland>>,<<DEU-SRL>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU017
Nancy>>,<<Lorraine>>,<<FRA-LOR>>,<<France>>,<<FR>>,<<FRA>>,<<FRA025
Strasbourg>>,<<Alsace>>,<<FRA-ALS>>,<<France>>,<<FR>>,<<FRA>>,<<FRA026
Saint Gallen>>,<<Sankt Gallen>>,<<CHE-SGL>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE015
Appenzell>>,<<Appenzell Inner-Rhoden>>,<<CHE-AIR>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE017
Vaduz>>,<<Liechtenstein>>,<<LIE>>,<<Liechtenstein>>,<<LS>>,<<LIE>>,<<LIE001
Chur>>,<<Graubunden>>,<<CHE-GRB>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE018
Trento>>,<<Trentino-Alto Adige>>,<<ITA-TAA>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA017
Milan>>,<<Lombardia>>,<<ITA-LMB>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA018
Bregenz>>,<<Vorarlberg>>,<<AUT-VRR>>,<<Austria>>,<<AU>>,<<AUT>>,<<AUT001
Zurich>>,<<Zurich>>,<<CHE-ZRC>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE022
Zug>>,<<Zug>>,<<CHE-ZUG>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE023
Glarus>>,<<Glarus>>,<<CHE-GLR>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE024
Schwyz>>,<<Schwyz>>,<<CHE-SCW>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE025
Altdorf>>,<<Uri>>,<<CHE-URI>>,<<Switzerland>>,<<SZ>>,<<CHE>>,<<CHE026
Stavanger>>,<<Rogaland>>,<<NOR-RGL>>,<<Norway>>,<<NO>>,<<NOR>>,<<NOR006
Kristiansand>>,<<Vest-Agder>>,<<NOR-VAG>>,<<Norway>>,<<NO>>,<<NOR>>,<<NOR008
Hamar>>,<<Hedmark>>,<<NOR-HDM>>,<<Norway>>,<<NO>>,<<NOR>>,<<NOR011
Oslo>>,<<Oslo>>,<<NOR-OSL>>,<<Norway>>,<<NO>>,<<NOR>>,<<NOR012
Bodo>>,<<Nordland>>,<<NOR-NRD>>,<<Norway>>,<<NO>>,<<NOR>>,<<NOR016
Kalmar>>,<<Kalmar>>,<<SWE-KLM>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE003
Linkoping>>,<<Ostergotlands>>,<<SWE-OST>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE004
Jonkoping>>,<<Jonkopings>>,<<SWE-JNK>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE005
Vasteras>>,<<Vastmanlands>>,<<SWE-VSM>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE007
Karlstad>>,<<Varmlands>>,<<SWE-VRM>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE008
Halmstad>>,<<Hallands>>,<<SWE-HLL>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE013
Lulea>>,<<Norrbottens>>,<<SWE-NRR>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE014
Umea>>,<<Vasterbottens>>,<<SWE-VST>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE015
Turku>>,<<Turku Ja Pori>>,<<FIN-TJP>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN002
Mariehamn>>,<<Ahvenanmaa>>,<<FIN-AHR>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN003
Uppsala>>,<<Uppsala>>,<<SWE-UPP>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE018
Visby>>,<<Gotlands>>,<<SWE-GTL>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE020
Stockholm>>,<<Stockholms>>,<<SWE-STC>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE021
Prague>>,<<Stredocesky>>,<<CZE-STR>>,<<Czech Republic>>,<<EZ>>,<<CZE>>,<<CZE002
Brno>>,<<Jihomoravsky>>,<<CZE-JHM>>,<<Czech Republic>>,<<EZ>>,<<CZE>>,<<CZE003
Linz>>,<<Oberosterreich>>,<<AUT-OBR>>,<<Austria>>,<<AU>>,<<AUT>>,<<AUT002
Vienna>>,<<Wien>>,<<AUT-WIE>>,<<Austria>>,<<AU>>,<<AUT>>,<<AUT004
Munich>>,<<Bayern>>,<<DEU-BYR>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU018
Salzburg>>,<<Salzburg>>,<<AUT-SLZ>>,<<Austria>>,<<AU>>,<<AUT>>,<<AUT005
Innsbruck>>,<<Tirol>>,<<AUT-TIR>>,<<Austria>>,<<AU>>,<<AUT>>,<<AUT006
Trieste>>,<<Friuli-Venezia Giulia>>,<<ITA-FVG>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA019
Venice>>,<<Veneto>>,<<ITA-VEN>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA020
Rijeka>>,<<Croatia>>,<<HRV>>,<<Croatia>>,<<HR>>,<<HRV>>,<<HRV001
Graz>>,<<Steiermark>>,<<AUT-STR>>,<<Austria>>,<<AU>>,<<AUT>>,<<AUT007
Klagenfurt>>,<<Karnten>>,<<AUT-KRN>>,<<Austria>>,<<AU>>,<<AUT>>,<<AUT008
Ljubljana>>,<<Slovenia>>,<<SVN>>,<<Slovenia>>,<<SI>>,<<SVN>>,<<SVN001
Zagreb>>,<<Croatia>>,<<HRV>>,<<Croatia>>,<<HR>>,<<HRV>>,<<HRV002
Berlin>>,<<Berlin>>,<<DEU-BER>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU019
Potsdam>>,<<Brandenburg>>,<<DEU-BRN>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU020
Magdeburg>>,<<Sachsen-Anhalt>>,<<DEU-SCA>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU021
Leipzig>>,<<Sachsen>>,<<DEU-SCH>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU022
Dresden>>,<<Sachsen>>,<<DEU-SCH>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU023
Schwerin>>,<<Mecklenburg-Vorpommern>>,<<DEU-MKV>>,<<Germany>>,<<GM>>,<<DEU>>,<<DEU024
Roskilde>>,<<Roskilde>>,<<DNK-RSK>>,<<Denmark>>,<<DA>>,<<DNK>>,<<DNK010
Malmo>>,<<Malmohus>>,<<SWE-MLM>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE022
Soro>>,<<Vestsjalland>>,<<DNK-VST>>,<<Denmark>>,<<DA>>,<<DNK>>,<<DNK011
Copenhagen>>,<<Staden Kobenhavn>>,<<DNK-SKB>>,<<Denmark>>,<<DA>>,<<DNK>>,<<DNK013
Kristianstad>>,<<Kristianstads>>,<<SWE-KRS>>,<<Sweden>>,<<SW>>,<<SWE>>,<<SWE024
Szczecin>>,<<Szczecin>>,<<POL-SZC>>,<<Poland>>,<<PL>>,<<POL>>,<<POL002
Legnica>>,<<Legnica>>,<<POL-LGN>>,<<Poland>>,<<PL>>,<<POL>>,<<POL007
Walbrzych>>,<<Walbrzych>>,<<POL-WLB>>,<<Poland>>,<<PL>>,<<POL>>,<<POL009
Gdynia>>,<<Gdansk>>,<<POL-GDN>>,<<Poland>>,<<PL>>,<<POL>>,<<POL010
Kaliningrad>>,<<Kaliningradskaya oblast'>>,<<RUS-KNG>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS008
Gdansk>>,<<Gdansk>>,<<POL-GDN>>,<<Poland>>,<<PL>>,<<POL>>,<<POL012
Elblag>>,<<Elblag>>,<<POL-ELB>>,<<Poland>>,<<PL>>,<<POL>>,<<POL013
Bydgoszcz>>,<<Bydgoszcz>>,<<POL-BYD>>,<<Poland>>,<<PL>>,<<POL>>,<<POL015
Torun>>,<<Torun>>,<<POL-TOR>>,<<Poland>>,<<PL>>,<<POL>>,<<POL016
Poznan>>,<<Poznan>>,<<POL-PZN>>,<<Poland>>,<<PL>>,<<POL>>,<<POL018
Kalisz>>,<<Kalisz>>,<<POL-KLS>>,<<Poland>>,<<PL>>,<<POL>>,<<POL020
Wroclaw>>,<<Wroclaw>>,<<POL-WRC>>,<<Poland>>,<<PL>>,<<POL>>,<<POL021
Lodz>>,<<Lodz>>,<<POL-LOD>>,<<Poland>>,<<PL>>,<<POL>>,<<POL023
Czestochowa>>,<<Czestochowa>>,<<POL-CZS>>,<<Poland>>,<<PL>>,<<POL>>,<<POL025
Warsaw>>,<<Warszawa>>,<<POL-WRS>>,<<Poland>>,<<PL>>,<<POL>>,<<POL030
Radom>>,<<Radom>>,<<POL-RAD>>,<<Poland>>,<<PL>>,<<POL>>,<<POL034
Kielce>>,<<Kielce>>,<<POL-KIE>>,<<Poland>>,<<PL>>,<<POL>>,<<POL035
Katowice>>,<<Katowice>>,<<POL-KTW>>,<<Poland>>,<<PL>>,<<POL>>,<<POL036
Ostrava>>,<<Severomoravsky>>,<<CZE-SVM>>,<<Czech Republic>>,<<EZ>>,<<CZE>>,<<CZE007
Bratislava>>,<<Bratislava>>,<<SVK-BRS>>,<<Slovakia>>,<<LO>>,<<SVK>>,<<SVK002
Budapest>>,<<Budapest>>,<<HUN-BDP>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN005
Szekesfehervar>>,<<Fejer>>,<<HUN-FEJ>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN006
Krakow>>,<<Krakow>>,<<POL-KRK>>,<<Poland>>,<<PL>>,<<POL>>,<<POL039
Tarnow>>,<<Tarnow>>,<<POL-TRW>>,<<Poland>>,<<PL>>,<<POL>>,<<POL041
Miskolc>>,<<Borsod-Abauj-Zemplen>>,<<HUN-BAZ>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN012
Eger>>,<<Heves>>,<<HUN-HEV>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN013
Kosice>>,<<Vychodoslovensky>>,<<SVK-VYC>>,<<Slovakia>>,<<LO>>,<<SVK>>,<<SVK003
Debrecen>>,<<Hajdu-Bihar>>,<<HUN-HBI>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN015
Szeged>>,<<Csongrad>>,<<HUN-CSN>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN019
Arad>>,<<Arad>>,<<ROU-ARA>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU014
Timisoara>>,<<Timis>>,<<ROU-TIM>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU015
Longyearbyen>>,<<Svalbard and Jan Mayen>>,<<SJM>>,<<Svalbard>>,<<SV>>,<<SJM>>,<<SJM001
Tromso>>,<<Troms>>,<<NOR-TRM>>,<<Norway>>,<<NO>>,<<NOR>>,<<NOR019
Murmansk>>,<<Murmanskaya oblast'>>,<<RUS-MRM>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS009
Hammerfest>>,<<Finnmark>>,<<NOR-FNN>>,<<Norway>>,<<NO>>,<<NOR>>,<<NOR022
Smolensk>>,<<Smolenskaya oblast'>>,<<RUS-SML>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS010
Homyel'>>,<<Gomel'>>,<<BLR-GML>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR003
Kherson>>,<<Kherson>>,<<UKR-KRN>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR005
Minsk>>,<<Minsk>>,<<BLR-MNS>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR004
Bacau>>,<<Bacau>>,<<ROU-BAC>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU033
Brasov>>,<<Brasov>>,<<ROU-BRS>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU036
Vilnius>>,<<Lithuania>>,<<LTU>>,<<Lithuania>>,<<LH>>,<<LTU>>,<<LTU001
Bialystok>>,<<Bialystok>>,<<POL-BLY>>,<<Poland>>,<<PL>>,<<POL>>,<<POL046
Brest>>,<<Brest>>,<<BLR-BRS>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR006
Lublin>>,<<Lublin>>,<<POL-LBL>>,<<Poland>>,<<PL>>,<<POL>>,<<POL048
Kyiv>>,<<Kyiv>>,<<UKR-KYV>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR013
Chisinau>>,<<Moldova>>,<<MDA>>,<<Moldova>>,<<MD>>,<<MDA>>,<<MDA001
Helsinki>>,<<Uusimaa>>,<<FIN-UUS>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN008
Tallinn>>,<<Estonia>>,<<EST>>,<<Estonia>>,<<EN>>,<<EST>>,<<EST001
Riga>>,<<Latvia>>,<<LVA>>,<<Latvia>>,<<LG>>,<<LVA>>,<<LVA001
Karelia>>,<<Respublika Kareliya>>,<<RUS-KRL>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS011
Rovaniemi>>,<<Lappi>>,<<FIN-LAP>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN009
Oulu>>,<<Oulu>>,<<FIN-OUL>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN010
Saint Petersburg>>,<<Leningradskaya oblast'>>,<<RUS-SPT>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS012
Novgorod>>,<<Novgorodskaya oblast'>>,<<RUS-NVG>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS013
Pskov>>,<<Pskovskaya oblast'>>,<<RUS-PSK>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS014
Vologda>>,<<Vologodskaya oblast'>>,<<RUS-VLG>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS016
Yaroslavl>>,<<Yaroslavskaya oblast'>>,<<RUS-YRS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS018
Ivanovo>>,<<Ivanovskaya oblast'>>,<<RUS-IVN>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS019
Tver>>,<<Tverskaya oblast'>>,<<RUS-TVR>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS020
Petrozavodsk>>,<<Respublika Kareliya>>,<<RUS-KRL>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS022
Vladimir>>,<<Vladimirskaya oblast'>>,<<RUS-VLD>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS023
Ryazan>>,<<Ryazanskaya oblast'>>,<<RUS-RYZ>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS024
Tambov>>,<<Tambovskaya oblast'>>,<<RUS-TMB>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS025
Volgograd>>,<<Volgogradskaya oblast'>>,<<RUS-VGG>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS027
Rostov-on-Don>>,<<Rostovskaya oblast'>>,<<RUS-RSV>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS028
Stavropol>>,<<Stavropol'skiy kray>>,<<RUS-STV>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS029
Elista>>,<<Kalmykiya-Khal'mg Tangch>>,<<RUS-KLM>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS030
Belgorod>>,<<Belgorodskaya oblast'>>,<<RUS-BLG>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS031
Kharkiv>>,<<Khar'kov>>,<<UKR-KKV>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR019
Poltava>>,<<Poltava>>,<<UKR-PLT>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR020
Donets'k>>,<<Donetsk>>,<<UKR-DNT>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR023
Krasnodar>>,<<Krasnodarskiy kray>>,<<RUS-KSN>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS032
Moscow>>,<<Moskovskaya oblast'>>,<<RUS-MSC>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS033
Tula>>,<<Tul'skaya oblast'>>,<<RUS-TUL>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS035
Orel>>,<<Orlovskaya oblast'>>,<<RUS-ORL>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS037
Kursk>>,<<Kurskaya oblast'>>,<<RUS-KRS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS038
Voronezh>>,<<Voronezhskaya oblast'>>,<<RUS-VRN>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS039
Sumy>>,<<Sumy>>,<<UKR-SUM>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR025
Syktyvkar>>,<<Respublika Komi>>,<<RUS-KOM>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS040
Salekhard>>,<<Yamalo-Nenetskiy avtonomnyy okrug>>,<<RUS-YMN>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS049
Tyumen>>,<<Tyumenskaya oblast'>>,<<RUS-TYU>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS050
Sverdlovsk>>,<<Sverdlovskaya oblast'>>,<<RUS-SVD>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS051
Orenburg>>,<<Orenburgskaya oblast'>>,<<RUS-ORB>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS053
Kazan'>>,<<Respublika Tatarstan>>,<<RUS-TRT>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS055
Saransk>>,<<Respublika Mordoviya>>,<<RUS-MRD>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS057
Penza>>,<<Penzenskaya oblast'>>,<<RUS-PNZ>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS059
Saratov>>,<<Saratovskaya oblast'>>,<<RUS-SRT>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS060
Atyrau>>,<<Gur'yev>>,<<KAZ-GRV>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ002
Astrakhan>>,<<Astrakhanskaya oblast'>>,<<RUS-AST>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS061
Chelyabinsk>>,<<Chelyabinskaya oblast'>>,<<RUS-CHL>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS063
Aktyubinsk>>,<<Aktyubinsk>>,<<KAZ-AKB>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ004
Tomsk>>,<<Tomskaya oblast'>>,<<RUS-TOM>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS064
Khanty-Mansiysk>>,<<Khanty-Mansiyskiy avtonomnyy okrug>>,<<RUS-KHM>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS065
Igarka>>,<<Krasnoyarskiy kray>>,<<RUS-KRA>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS066
Omsk>>,<<Omskaya oblast'>>,<<RUS-OMS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS067
Pavlodar>>,<<Pavlodar>>,<<KAZ-PVL>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ008
Astana>>,<<Tselinograd>>,<<KAZ-TSL>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ009
Karaganda>>,<<Karaganda>>,<<KAZ-KRG>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ010
Ust'-Kamenogorsk>>,<<East Kazakhstan>>,<<KAZ-VKZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ013
Kemerovo>>,<<Kemerovskaya oblast'>>,<<RUS-KEM>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS068
Novosibirsk>>,<<Novosibirskaya oblast'>>,<<RUS-NOV>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS069
Barnaul>>,<<Altayskiy kray>>,<<RUS-ALT>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS071
Semipalatinsk>>,<<Semipalatinsk>>,<<KAZ-SMP>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ014
Olgiy>>,<<Bayan-Olgiy>>,<<MNG-BOL>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG001
Sari>>,<<Mazandaran>>,<<IRN-MZN>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN001
Al Mukalla>>,<<Hadhramaut>>,<<YEM-HDH>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM010
Al Bayda>>,<<Al Bayda'>>,<<YEM-ABD>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM012
Aden>>,<<Aden>>,<<YEM-ADN>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM013
Tehran>>,<<Tehran>>,<<IRN-TER>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN003
Garoowe>>,<<Nugaal>>,<<SOM-NUG>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM011
Beledweyne>>,<<Hiiraan>>,<<SOM-HII>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM014
Mogadishu>>,<<Banaadir>>,<<SOM-BND>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM016
Esfahan>>,<<Esfahan>>,<<IRN-ESF>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN004
Yazd>>,<<Yazd>>,<<IRN-YAZ>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN006
Shiraz>>,<<Fars>>,<<IRN-FAR>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN008
Kuwait>>,<<Al Kuwayt>>,<<KWT-AKW>>,<<Kuwait>>,<<KU>>,<<KWT>>,<<KWT001
Hawalli>>,<<Hawalli>>,<<KWT-HWL>>,<<Kuwait>>,<<KU>>,<<KWT>>,<<KWT002
Bushehr>>,<<Bushehr>>,<<IRN-BUS>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN009
Manama>>,<<Al Manamah>>,<<BHR-AMN>>,<<Bahrain>>,<<BA>>,<<BHR>>,<<BHR002
Riyadh>>,<<Ar Riyad>>,<<SAU-ARI>>,<<Saudi Arabia>>,<<SA>>,<<SAU>>,<<SAU014
Khorramabad>>,<<Lorestan>>,<<IRN-LRS>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN011
Al-Kut>>,<<Wasit>>,<<IRQ-WAS>>,<<Iraq>>,<<IZ>>,<<IRQ>>,<<IRQ013
Ahvaz>>,<<Khuzestan>>,<<IRN-KHZ>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN012
Ajman>>,<<'Ajman>>,<<ARE-AJM>>,<<United Arab Emirates>>,<<AE>>,<<ARE>>,<<ARE003
Sharjah>>,<<Ash Shariqah>>,<<ARE-ASH>>,<<United Arab Emirates>>,<<AE>>,<<ARE>>,<<ARE004
Doha>>,<<Ad Dawhah>>,<<QAT-ADW>>,<<Qatar>>,<<QA>>,<<QAT>>,<<QAT001
Dubai>>,<<Dubayy>>,<<ARE-DBY>>,<<United Arab Emirates>>,<<AE>>,<<ARE>>,<<ARE005
Abu Dhabi>>,<<Abu Zaby>>,<<ARE-AZA>>,<<United Arab Emirates>>,<<AE>>,<<ARE>>,<<ARE006
Baku>>,<<Baku>>,<<AZE-BAK>>,<<Azerbaijan>>,<<AJ>>,<<AZE>>,<<AZE001
Turkmenbashi>>,<<Krasnovodsk>>,<<TKM-KRS>>,<<Turkmenistan>>,<<TX>>,<<TKM>>,<<TKM001
Hamadan>>,<<Hamadan>>,<<IRN-HMD>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN013
Arak>>,<<Markazi>>,<<IRN-MRK>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN014
Tabriz>>,<<Azarbayjan-e Khavari>>,<<IRN-AEK>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN015
Rasht>>,<<Gilan>>,<<IRN-GIL>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN017
Zanjan>>,<<Zanjan>>,<<IRN-ZNJ>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN018
Sanandaj>>,<<Kordestan>>,<<IRN-KRD>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN019
Kermanshah>>,<<Bakhtaran>>,<<IRN-BKH>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN020
Urgench>>,<<Khorezm>>,<<UZB-KHR>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB002
Ashgabat>>,<<Ashkhabad>>,<<TKM-ASH>>,<<Turkmenistan>>,<<TX>>,<<TKM>>,<<TKM003
Mary>>,<<Mary>>,<<TKM-MRY>>,<<Turkmenistan>>,<<TX>>,<<TKM>>,<<TKM004
Mashhad>>,<<Khorasan>>,<<IRN-KHR>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN021
Bukhara>>,<<Bukhara>>,<<UZB-BKH>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB004
Samarkand>>,<<Samarkand>>,<<UZB-SMK>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB005
Termez>>,<<Surkhandar'ya>>,<<UZB-SRK>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB007
