CITY NAME>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTYR NAME>>,<<COUNTRY FIPS CODE>>,<<COUNTRY GMI
Charleston>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<US>>,<<USA>>,<<USA068
Charlotte>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<US>>,<<USA>>,<<USA069
Columbia>>,<<South Carolina>>,<<USA-SCR>>,<<United States>>,<<US>>,<<USA>>,<<USA070
Atlanta>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<US>>,<<USA>>,<<USA071
Baltimore>>,<<Maryland>>,<<USA-MRY>>,<<United States>>,<<US>>,<<USA>>,<<USA072
Dover>>,<<Delaware>>,<<USA-DEL>>,<<United States>>,<<US>>,<<USA>>,<<USA073
Annapolis>>,<<Maryland>>,<<USA-MRY>>,<<United States>>,<<US>>,<<USA>>,<<USA074
Washington D.C.>>,<<District of Columbia>>,<<USA-DOC>>,<<United States>>,<<US>>,<<USA>>,<<USA075
Richmond>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<US>>,<<USA>>,<<USA076
Norfolk>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<US>>,<<USA>>,<<USA077
Raleigh>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<US>>,<<USA>>,<<USA078
Brooklyn>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<US>>,<<USA>>,<<USA079
Chester>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<US>>,<<USA>>,<<USA080
Rochester>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<US>>,<<USA>>,<<USA081
Albany>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<US>>,<<USA>>,<<USA082
Newark>>,<<New Jersey>>,<<USA-NJR>>,<<United States>>,<<US>>,<<USA>>,<<USA083
New York>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<US>>,<<USA>>,<<USA084
Harrisburg>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<US>>,<<USA>>,<<USA085
Trenton>>,<<New Jersey>>,<<USA-NJR>>,<<United States>>,<<US>>,<<USA>>,<<USA086
Philadelphia>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<US>>,<<USA>>,<<USA087
Augusta>>,<<Maine>>,<<USA-MAI>>,<<United States>>,<<US>>,<<USA>>,<<USA088
Montpelier>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<US>>,<<USA>>,<<USA089
Concord>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<US>>,<<USA>>,<<USA090
Boston>>,<<Massachusetts>>,<<USA-MSS>>,<<United States>>,<<US>>,<<USA>>,<<USA091
Providence>>,<<Rhode Island>>,<<USA-RHI>>,<<United States>>,<<US>>,<<USA>>,<<USA092
Hartford>>,<<Connecticut>>,<<USA-CNN>>,<<United States>>,<<US>>,<<USA>>,<<USA093
Caracas>>,<<Distrito Federal>>,<<VEN-DFD>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN014
Los Teques>>,<<Miranda>>,<<VEN-MRN>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN015
Barcelona>>,<<Anzoategui>>,<<VEN-ANZ>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN016
San Juan De Los Morros>>,<<Guarico>>,<<VEN-GUA>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN017
Ciudad Bolivar>>,<<Bolivar>>,<<VEN-BLV>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN018
San Fernado de Apure>>,<<Apure>>,<<VEN-APU>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN019
Puerto Carreno>>,<<Vichada>>,<<COL-VCH>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL032
Boa Vista>>,<<Roraima>>,<<BRA-ROR>>,<<Brazil>>,<<BR>>,<<BRA>>,<<BRA029
Puerto La Cruz>>,<<Anzoategui>>,<<VEN-ANZ>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN020
La Asuncion>>,<<Neuva Esparta>>,<<VEN-NES>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN021
Cumana>>,<<Sucre>>,<<VEN-SUC>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN022
Maturin>>,<<Monagas>>,<<VEN-MNG>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN023
Tucupita>>,<<Delta Amacuro>>,<<VEN-DAM>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN024
Georgetown>>,<<Demerara-Mahaica>>,<<GUY-DMM>>,<<Guyana>>,<<GY>>,<<GUY>>,<<GUY001
Nieuw Nickerie>>,<<Nickerie>>,<<SUR-NCK>>,<<Suriname>>,<<NS>>,<<SUR>>,<<SUR001
Totness>>,<<Coronie>>,<<SUR-COR>>,<<Suriname>>,<<NS>>,<<SUR>>,<<SUR002
San Juan>>,<<San Juan>>,<<PRI-SJN>>,<<Puerto Rico>>,<<RQ>>,<<PRI>>,<<PRI001
The Valley>>,<<Anguilla>>,<<AIA>>,<<Anguilla>>,<<AV>>,<<AIA>>,<<AIA001
Mayaguez>>,<<Mayag?ez>>,<<PRI-MYG>>,<<Puerto Rico>>,<<RQ>>,<<PRI>>,<<PRI002
Ponce>>,<<Ponce>>,<<PRI-PNC>>,<<Puerto Rico>>,<<RQ>>,<<PRI>>,<<PRI003
Plymouth>>,<<Montserrat>>,<<MSR>>,<<Montserrat>>,<<MH>>,<<MSR>>,<<MSR001
Basse-Terre>>,<<Guadeloupe>>,<<GLP>>,<<Guadeloupe>>,<<GP>>,<<GLP>>,<<GLP001
Roseau>>,<<Dominica>>,<<DMA>>,<<Dominica>>,<<DO>>,<<DMA>>,<<DMA001
Fort-De-France>>,<<Martinique>>,<<MTQ>>,<<Martinique>>,<<MB>>,<<MTQ>>,<<MTQ001
Bridgetown>>,<<Barbados>>,<<BRB>>,<<Barbados>>,<<BB>>,<<BRB>>,<<BRB001
Saint George's>>,<<Grenada>>,<<GRD>>,<<Grenada>>,<<GJ>>,<<GRD>>,<<GRD001
Onverwacht>>,<<Para>>,<<SUR-PAR>>,<<Suriname>>,<<NS>>,<<SUR>>,<<SUR003
Nieuw Amsterdam>>,<<Commewijne>>,<<SUR-CMM>>,<<Suriname>>,<<NS>>,<<SUR>>,<<SUR004
Paramaribo>>,<<Paramaribo>>,<<SUR-PRM>>,<<Suriname>>,<<NS>>,<<SUR>>,<<SUR005
Groningen>>,<<Saramacca>>,<<SUR-SRM>>,<<Suriname>>,<<NS>>,<<SUR>>,<<SUR006
Albina>>,<<Marowijne>>,<<SUR-MRW>>,<<Suriname>>,<<NS>>,<<SUR>>,<<SUR007
Brokopondo>>,<<Brokopondo>>,<<SUR-BRK>>,<<Suriname>>,<<NS>>,<<SUR>>,<<SUR008
Cayenne>>,<<Cayenne>>,<<GUF-CYN>>,<<French Guiana>>,<<FG>>,<<GUF>>,<<GUF001
Macapa>>,<<Amapa>>,<<BRA-AMA>>,<<Brazil>>,<<BR>>,<<BRA>>,<<BRA030
Thule>>,<<Nordgronland>>,<<GRL-NRD>>,<<Greenland>>,<<GL>>,<<GRL>>,<<GRL001
Moosonee>>,<<Ontario>>,<<CAN-ONT>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN015
Saint John's>>,<<Newfoundland and Labrador>>,<<CAN-NWF>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN016
Quebec>>,<<Quebec>>,<<CAN-QUE>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN017
Montreal>>,<<Quebec>>,<<CAN-QUE>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN018
Ottawa>>,<<Ontario>>,<<CAN-ONT>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN019
Godhavn>>,<<Vestgronland>>,<<GRL-VST>>,<<Greenland>>,<<GL>>,<<GRL>>,<<GRL002
Iqaluit>>,<<Nunavut>>,<<CAN-NNV>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN020
Canaport>>,<<New Brunswick>>,<<CAN-NBR>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN021
Nuuk>>,<<Vestgronland>>,<<GRL-VST>>,<<Greenland>>,<<GL>>,<<GRL>>,<<GRL003
Sept-Iles>>,<<Quebec>>,<<CAN-QUE>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN022
Charlottetown>>,<<Prince Edward Island>>,<<CAN-PEI>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN023
Fredericton>>,<<New Brunswick>>,<<CAN-NBR>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN024
Schefferville>>,<<Quebec>>,<<CAN-QUE>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN025
Saint John>>,<<New Brunswick>>,<<CAN-NBR>>,<<Canada>>,<<CA>>,<<CAN>>,<<CAN026
Cherbourg>>,<<Basse-Normandie>>,<<FRA-BNR>>,<<France>>,<<FR>>,<<FRA>>,<<FRA001
Brest>>,<<Bretagne>>,<<FRA-BRT>>,<<France>>,<<FR>>,<<FRA>>,<<FRA002
Angmagssalik>>,<<Ostgronland>>,<<GRL-OST>>,<<Greenland>>,<<GL>>,<<GRL>>,<<GRL005
St. Peter Port>>,<<Guernsey>>,<<XGK>>,<<Guernsey>>,<<GK>>,<<GGY>>,<<GGY001
St. Helier>>,<<Jersey>>,<<XJE>>,<<Jersey>>,<<JE>>,<<JEY>>,<<JEY001
Caen>>,<<Basse-Normandie>>,<<FRA-BNR>>,<<France>>,<<FR>>,<<FRA>>,<<FRA003
Rennes>>,<<Bretagne>>,<<FRA-BRT>>,<<France>>,<<FR>>,<<FRA>>,<<FRA004
Nantes>>,<<Pays de la Loire>>,<<FRA-PDL>>,<<France>>,<<FR>>,<<FRA>>,<<FRA005
Dundee>>,<<Scotland>>,<<GBR-SCT>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR001
Reykjavik>>,<<Reykjavik>>,<<ISL-RYK>>,<<Iceland>>,<<IC>>,<<ISL>>,<<ISL001
Southampton>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR002
Fawley>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR003
Belfast>>,<<Northern Ireland>>,<<GBR-NIR>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR004
Sheffield>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR005
Dublin>>,<<Leinster>>,<<IRL-LEN>>,<<Ireland>>,<<EI>>,<<IRL>>,<<IRL001
Galway>>,<<Connacht>>,<<IRL-CNN>>,<<Ireland>>,<<EI>>,<<IRL>>,<<IRL002
Birmingham>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR006
Cork>>,<<Munster>>,<<IRL-MUN>>,<<Ireland>>,<<EI>>,<<IRL>>,<<IRL003
London>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR007
Teesport>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR009
Edinburgh>>,<<Scotland>>,<<GBR-SCT>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR010
Glasgow>>,<<Scotland>>,<<GBR-SCT>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR011
Douglas>>,<<Isle of Man>>,<<XIM>>,<<Isle of Man>>,<<IM>>,<<IMN>>,<<IMN001
Leeds>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR012
Manchester>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR013
Cardiff>>,<<Wales>>,<<GBR-WLS>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR014
Liverpool>>,<<England>>,<<GBR-ENG>>,<<United Kingdom>>,<<UK>>,<<GBR>>,<<GBR015
Ponta Delgada>>,<<Azores>>,<<PRT-AZR>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT001
Oviedo>>,<<Asturias>>,<<ESP-AST>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP001
Viana Do Castelo>>,<<Viana do Castelo>>,<<PRT-VDC>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT002
Porto>>,<<Porto>>,<<PRT-POR>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT003
Aveiro>>,<<Aveiro>>,<<PRT-AVE>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT004
Leiria>>,<<Leiria>>,<<PRT-LEI>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT005
Praia>>,<<Cape Verde>>,<<CPV>>,<<Cape Verde>>,<<CV>>,<<CPV>>,<<CPV001
Santa Cruz de Tenerife>>,<<Canarias>>,<<ESP-CNR>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP003
Las Palmas>>,<<Canarias>>,<<ESP-CNR>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP004
Zaragoza>>,<<Aragon>>,<<ESP-ARG>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP005
Valencia>>,<<Valenciana>>,<<ESP-VLN>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP006
Funchal>>,<<Madeira>>,<<PRT-MDR>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT006
Laayoune>>,<<Saguia el Hamra>>,<<ESH-SGH>>,<<Western Sahara>>,<<WI>>,<<ESH>>,<<ESH001
Braganca>>,<<Braganca>>,<<PRT-BRG>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT007
Braga>>,<<Braga>>,<<PRT-BRA>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT008
Vila Real>>,<<Vila Real>>,<<PRT-VRE>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT009
Viseu>>,<<Viseu>>,<<PRT-VIS>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT010
Coimbra>>,<<Coimbra>>,<<PRT-CMB>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT012
Castelo Branco>>,<<Castelo Branco>>,<<PRT-CBR>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT013
Rabat>>,<<North-West>>,<<MAR-NWT>>,<<Morocco>>,<<MO>>,<<MAR>>,<<MAR001
Santarem>>,<<Santarem>>,<<PRT-SNT>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT015
Merida>>,<<Extremadura>>,<<ESP-EXT>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP007
Lisbon>>,<<Lisboa>>,<<PRT-LIS>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT016
Evora>>,<<Evora>>,<<PRT-EVO>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT017
Setubal>>,<<Setubal>>,<<PRT-STB>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT018
Beja>>,<<Beja>>,<<PRT-BEJ>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT019
Seville>>,<<Andalucia>>,<<ESP-AND>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP008
Faro>>,<<Faro>>,<<PRT-FAR>>,<<Portugal>>,<<PO>>,<<PRT>>,<<PRT020
Bordeaux>>,<<Aquitaine>>,<<FRA-AQT>>,<<France>>,<<FR>>,<<FRA>>,<<FRA006
Santander>>,<<Cantabria>>,<<ESP-CNT>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP009
Pamplona>>,<<Navarra>>,<<ESP-NVR>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP010
Logrono>>,<<La Rioja>>,<<ESP-LJR>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP011
Valladolid>>,<<Castilla y Leon>>,<<ESP-CYL>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP012
Madrid>>,<<Madrid>>,<<ESP-MDR>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP013
Toledo>>,<<Castilla-La Mancha>>,<<ESP-CLM>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP014
Bilbao>>,<<Pais Vasco>>,<<ESP-PSV>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP015
Vitoria>>,<<Pais Vasco>>,<<ESP-PSV>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP016
Melilla>>,<<Melilla>>,<<ESP-PS2>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP017
Murcia>>,<<Murcia>>,<<ESP-MUR>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP018
Gibraltar>>,<<Gibraltar>>,<<GIB>>,<<Gibraltar>>,<<GI>>,<<GIB>>,<<GIB001
Fes>>,<<Centre-North>>,<<MAR-CNR>>,<<Morocco>>,<<MO>>,<<MAR>>,<<MAR002
Meknes>>,<<Centre-South>>,<<MAR-CSO>>,<<Morocco>>,<<MO>>,<<MAR>>,<<MAR003
Ceuta>>,<<Ceuta>>,<<ESP-PS1>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP019
Oran>>,<<Oran>>,<<DZA-ORA>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA001
Sidi-Bel-Abbes>>,<<Sidi bel Abbes>>,<<DZA-SBA>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA002
Tlemcen>>,<<Tlemcen>>,<<DZA-TLM>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA003
Oujda>>,<<Eastern>>,<<MAR-EST>>,<<Morocco>>,<<MO>>,<<MAR>>,<<MAR004
Casablanca>>,<<Centre>>,<<MAR-CEN>>,<<Morocco>>,<<MO>>,<<MAR>>,<<MAR005
Marrakech>>,<<Tensift>>,<<MAR-TNF>>,<<Morocco>>,<<MO>>,<<MAR>>,<<MAR006
Bechar>>,<<Bechar>>,<<DZA-BCH>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA004
Agadir>>,<<South>>,<<MAR-SOU>>,<<Morocco>>,<<MO>>,<<MAR>>,<<MAR007
Adrar>>,<<Adrar>>,<<DZA-ADR>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA005
Tindouf>>,<<Tindouf>>,<<DZA-TND>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA006
Kayes>>,<<Kayes>>,<<MLI-KAY>>,<<Mali>>,<<ML>>,<<MLI>>,<<MLI001
Boke>>,<<Boke>>,<<GIN-BOK>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN001
Robertsport>>,<<Grand Cape Mount>>,<<LBR-GCM>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR001
Telimele>>,<<Telimele>>,<<GIN-TLM>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN002
Fria>>,<<Fria>>,<<GIN-FRI>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN003
Boffa>>,<<Boffa>>,<<GIN-BOF>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN004
Kindia>>,<<Kindia>>,<<GIN-KIN>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN005
Conakry>>,<<Conakry>>,<<GIN-CNK>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN006
Forecariah>>,<<Forecariah>>,<<GIN-FRC>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN007
Makeni>>,<<Northern>>,<<SLE-NRT>>,<<Sierra Leone>>,<<SL>>,<<SLE>>,<<SLE002
Freetown>>,<<Western Area>>,<<SLE-WAR>>,<<Sierra Leone>>,<<SL>>,<<SLE>>,<<SLE003
Pita>>,<<Pita>>,<<GIN-PIT>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN008
Dalaba>>,<<Dalaba>>,<<GIN-DAL>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN009
Mamou>>,<<Mamou>>,<<GIN-MAM>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN010
Nouadhibou>>,<<Dakhlet Nouadhibou>>,<<MRT-DND>>,<<Mauritania>>,<<MR>>,<<MRT>>,<<MRT005
Atar>>,<<Adrar>>,<<MRT-ADR>>,<<Mauritania>>,<<MR>>,<<MRT>>,<<MRT006
Akjoujt>>,<<Inchiri>>,<<MRT-INC>>,<<Mauritania>>,<<MR>>,<<MRT>>,<<MRT007
Aleg>>,<<Brakna>>,<<MRT-BRK>>,<<Mauritania>>,<<MR>>,<<MRT>>,<<MRT009
Thies>>,<<Thies>>,<<SEN-THI>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN001
Dakar>>,<<Dakar>>,<<SEN-DKR>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN002
Nouakchott>>,<<Trarza>>,<<MRT-TRR>>,<<Mauritania>>,<<MR>>,<<MRT>>,<<MRT010
Louga>>,<<Louga>>,<<SEN-LOU>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN003
Rosso>>,<<Trarza>>,<<MRT-TRR>>,<<Mauritania>>,<<MR>>,<<MRT>>,<<MRT011
Saint Louis>>,<<Saint-Louis>>,<<SEN-STL>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN004
Diourbel>>,<<Diourbel>>,<<SEN-DRB>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN005
Fatick>>,<<Fatick>>,<<SEN-FTC>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN006
Kaolack>>,<<Kaolack>>,<<SEN-KLC>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN007
Kerewan>>,<<North Bank>>,<<GMB-NBA>>,<<The Gambia>>,<<GA>>,<<GMB>>,<<GMB001
Banjul>>,<<Banjul>>,<<GMB-BNJ>>,<<The Gambia>>,<<GA>>,<<GMB>>,<<GMB002
Bathurst>>,<<Banjul>>,<<GMB-BNJ>>,<<The Gambia>>,<<GA>>,<<GMB>>,<<GMB003
Mansa Konko>>,<<Lower River>>,<<GMB-LRI>>,<<The Gambia>>,<<GA>>,<<GMB>>,<<GMB004
Brikama>>,<<Western>>,<<GMB-WST>>,<<The Gambia>>,<<GA>>,<<GMB>>,<<GMB005
Ziguinchor>>,<<Ziguinchor>>,<<SEN-ZGN>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN008
Cacheu>>,<<Cacheu>>,<<GNB-CAC>>,<<Guinea-Bissau>>,<<PU>>,<<GNB>>,<<GNB002
Bolama>>,<<Bolama>>,<<GNB-BOL>>,<<Guinea-Bissau>>,<<PU>>,<<GNB>>,<<GNB003
Bissau>>,<<Bissau>>,<<GNB-BIS>>,<<Guinea-Bissau>>,<<PU>>,<<GNB>>,<<GNB004
Georgetown>>,<<MacCarthy Island>>,<<GMB-MIS>>,<<The Gambia>>,<<GA>>,<<GMB>>,<<GMB006
Basse Santa Su>>,<<Upper River>>,<<GMB-URI>>,<<The Gambia>>,<<GA>>,<<GMB>>,<<GMB007
Kolda>>,<<Kolda>>,<<SEN-KLD>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN009
Gabu>>,<<Gabu>>,<<GNB-GAB>>,<<Guinea-Bissau>>,<<PU>>,<<GNB>>,<<GNB006
Bafata>>,<<Bafata>>,<<GNB-BAF>>,<<Guinea-Bissau>>,<<PU>>,<<GNB>>,<<GNB007
Tambacounda>>,<<Tambacounda>>,<<SEN-TMB>>,<<Senegal>>,<<SG>>,<<SEN>>,<<SEN010
Koundara>>,<<Koundara>>,<<GIN-KND>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN011
Mali>>,<<Mali>>,<<GIN-MLI>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN012
Gaoual>>,<<Gaoual>>,<<GIN-GAO>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN013
Labe>>,<<Labe>>,<<GIN-LAB>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN015
Segou>>,<<Segou>>,<<MLI-SEG>>,<<Mali>>,<<ML>>,<<MLI>>,<<MLI002
Bamako>>,<<Bamako>>,<<MLI-BAM>>,<<Mali>>,<<ML>>,<<MLI>>,<<MLI003
Siguiri>>,<<Siguiri>>,<<GIN-SIG>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN016
Sikasso>>,<<Sikasso>>,<<MLI-SKS>>,<<Mali>>,<<ML>>,<<MLI>>,<<MLI004
Dinguiraye>>,<<Dinguiraye>>,<<GIN-DNG>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN017
Timbuktu>>,<<Gao>>,<<MLI-GAO>>,<<Mali>>,<<ML>>,<<MLI>>,<<MLI005
Gao>>,<<Gao>>,<<MLI-GAO>>,<<Mali>>,<<ML>>,<<MLI>>,<<MLI006
Mopti>>,<<Mopti>>,<<MLI-MOP>>,<<Mali>>,<<ML>>,<<MLI>>,<<MLI007
Djibo>>,<<Soum>>,<<BFA-SOM>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA002
Tougan>>,<<Sourou>>,<<BFA-SOR>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA003
Nouna>>,<<Kossi>>,<<BFA-KSS>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA004
Ouahigouya>>,<<Yatenga>>,<<BFA-YTN>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA006
Yako>>,<<Passore>>,<<BFA-PSS>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA007
Ouagadougou>>,<<Kadiogo>>,<<BFA-KDG>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA009
Koudougou>>,<<Boulkiemde>>,<<BFA-BLK>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA011
Kombissiri>>,<<Bazega>>,<<BFA-BZG>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA012
Dori>>,<<Seno>>,<<BFA-SEN>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA013
Boulsa>>,<<Namentenga>>,<<BFA-NMT>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA016
Zorgo>>,<<Ganzourgou>>,<<BFA-GNZ>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA017
Tenkodogo>>,<<Boulgou>>,<<BFA-BLG>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA019
Rivercess>>,<<Rivercess>>,<<LBR-RVR>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR002
Greenville>>,<<Sino>>,<<LBR-SIN>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR003
Sassandra>>,<<Sassandra>>,<<CIV-SSS>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV001
Barclayville>>,<<Grand Kru>>,<<LBR-GKR>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR004
San Pedro>>,<<San-Pedro>>,<<CIV-SNP>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV002
Tabou>>,<<Tabou>>,<<CIV-TAB>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV003
Harper>>,<<Maryland>>,<<LBR-MRY>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR005
Boundiali>>,<<Boundiali>>,<<CIV-BNL>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV005
Odienne>>,<<Odienne>>,<<CIV-ODN>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV006
Korhogo>>,<<Korhogo>>,<<CIV-KRH>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV007
